Industry,Company_Size,Website_Quality,LinkedIn_Activity,Email_Available,Location,Estimated_Revenue,Number_of_Employees,Previous_Response,Meeting_Status,Lead_Quality
Healthcare,Medium,Good,Medium,Yes,Quetta,809000.0,71,No Response,Not Scheduled,Low
Technology,Small,Poor,Medium,Yes,Peshawar,710000.0,148,Positive,Completed,High
Retail,Small,Average,Low,No,Multan,1055000.0,94,Positive,Not Contacted,Low
Healthcare,Medium,Excellent,Medium,Yes,Faisalabad,18340000.0,226,No Response,Scheduled,High
Marketing,Small,Excellent,,Yes,Karachi,5066000.0,49,Negative,Not Contacted,Low
Finance,Small,Excellent,Low,Yes,Karachi,5577000.0,95,Positive,Scheduled,High
Retail,Medium,Good,Medium,Yes,Quetta,1472000.0,45,Positive,Scheduled,High
Technology,Small,Excellent,High,Yes,Peshawar,211000.0,156,Positive,Scheduled,High
Retail,Medium,Average,High,Yes,Multan,953000.0,247,No Response,Scheduled,Medium
Healthcare,Small,Good,High,Yes,Rawalpindi,887000.0,254,Neutral,Not Scheduled,Medium
Technology,Large,Average,Medium,Yes,Karachi,165000.0,31,Positive,Not Scheduled,High
Technology,Small,Good,Medium,Yes,Rawalpindi,1860000.0,238,Neutral,Completed,High
Retail,Small,Excellent,Medium,Yes,Quetta,537000.0,224,Neutral,Not Scheduled,Medium
Technology,Small,Average,Medium,Yes,Faisalabad,5636000.0,183,Negative,Scheduled,Medium
Marketing,Medium,Poor,Medium,Yes,Lahore,2148000.0,40,Neutral,Not Scheduled,Low
Healthcare,Small,Excellent,Medium,Yes,Peshawar,1585000.0,328,No Response,Not Scheduled,Medium
Finance,Medium,Good,Medium,Yes,Faisalabad,,177,Neutral,Scheduled,High
Technology,Large,Good,Medium,Yes,Rawalpindi,682000.0,255,Neutral,Scheduled,High
Finance,Small,Good,Low,Yes,Rawalpindi,2954000.0,40,No Response,Not Contacted,Low
Finance,Large,Poor,Medium,Yes,Quetta,209000.0,304,Positive,Scheduled,High
Finance,Large,Average,High,Yes,Karachi,295000.0,87,Neutral,Completed,High
Retail,Medium,Average,High,Yes,Quetta,2292000.0,57,Positive,Not Scheduled,Medium
Education,Medium,Good,High,No,Peshawar,6151000.0,35,Neutral,Scheduled,Medium
Real Estate,Large,Average,High,Yes,Islamabad,633000.0,40,Neutral,Not Contacted,Medium
Healthcare,Medium,Excellent,Low,Yes,Lahore,433000.0,54,No Response,Not Scheduled,Medium
Manufacturing,Small,Excellent,Medium,Yes,Quetta,2487000.0,243,Positive,Scheduled,High
Healthcare,Small,Good,Low,Yes,Rawalpindi,798000.0,75,No Response,Not Scheduled,Low
Manufacturing,Small,Average,Low,Yes,Lahore,2298000.0,45,Positive,Not Scheduled,Low
Technology,Medium,Average,Medium,No,Rawalpindi,804000.0,82,Neutral,Completed,Medium
Manufacturing,Small,Excellent,High,No,Lahore,4439000.0,28,Positive,Scheduled,High
Manufacturing,Medium,Average,Low,Yes,Faisalabad,1630000.0,92,Neutral,Scheduled,Medium
Retail,Medium,Excellent,Medium,No,Faisalabad,1564000.0,159,Positive,Not Scheduled,Medium
Finance,Small,Good,Medium,No,Rawalpindi,1315000.0,27,No Response,Completed,Low
Technology,Medium,Good,Low,Yes,Quetta,6105000.0,135,Positive,Scheduled,High
Education,Small,Average,Low,Yes,Rawalpindi,698000.0,107,No Response,Not Scheduled,Low
Healthcare,Small,Excellent,High,Yes,Islamabad,858000.0,40,Neutral,Scheduled,High
Manufacturing,Medium,Excellent,Medium,Yes,Islamabad,502000.0,341,Positive,Completed,High
Finance,Large,Good,Medium,No,Karachi,1462000.0,45,Neutral,Not Contacted,Low
Technology,Medium,Good,Medium,Yes,Lahore,7934000.0,69,Neutral,Scheduled,High
Real Estate,Medium,Excellent,High,Yes,Islamabad,604000.0,174,Neutral,Scheduled,High
Technology,Medium,,High,No,Islamabad,1002000.0,40,Neutral,Scheduled,High
Manufacturing,Medium,Excellent,Low,No,Karachi,2288000.0,97,Positive,Scheduled,Medium
Manufacturing,Small,,Medium,Yes,Islamabad,1427000.0,39,Neutral,Completed,High
Manufacturing,Large,Average,Medium,Yes,Quetta,1476000.0,38,No Response,Not Scheduled,Low
Finance,Small,Poor,Medium,Yes,Islamabad,790000.0,143,Positive,Scheduled,Medium
Technology,Medium,Average,Medium,Yes,Rawalpindi,287000.0,150,Positive,Completed,High
Marketing,Small,Average,High,Yes,Karachi,1792000.0,70,Positive,Completed,High
Education,Medium,Poor,Medium,Yes,Quetta,5432000.0,172,Positive,Not Contacted,Medium
Retail,Small,Good,Medium,Yes,Quetta,636000.0,106,Positive,Completed,High
Finance,Large,Average,Medium,Yes,Karachi,609000.0,106,Positive,Not Scheduled,Medium
Retail,Large,Good,Low,Yes,Peshawar,3714000.0,29,Neutral,Completed,High
Finance,Large,Excellent,Medium,No,Lahore,2927000.0,137,No Response,Not Scheduled,Low
Healthcare,Small,Good,Low,No,Faisalabad,5740000.0,274,No Response,Completed,Low
Education,Medium,Average,Medium,No,Rawalpindi,2569000.0,635,No Response,Not Scheduled,Low
Finance,Small,Excellent,Low,Yes,Peshawar,6885000.0,28,Neutral,Not Scheduled,Low
Education,Small,,High,No,Multan,1730000.0,98,,Not Scheduled,Low
Marketing,Medium,Good,High,Yes,Rawalpindi,7574000.0,178,Positive,Scheduled,High
Marketing,Medium,Good,Medium,No,Karachi,710000.0,21,Positive,Scheduled,Medium
Marketing,Large,Average,Medium,Yes,Lahore,2961000.0,201,No Response,Scheduled,Medium
Healthcare,Large,Average,Low,No,Islamabad,836000.0,230,No Response,Completed,Low
Healthcare,Medium,,High,Yes,Rawalpindi,3094000.0,79,No Response,Completed,High
Real Estate,Small,Good,High,Yes,Rawalpindi,748000.0,334,Neutral,Scheduled,High
Manufacturing,Large,Average,Low,Yes,Faisalabad,1342000.0,198,Negative,Not Contacted,Low
Technology,Medium,Poor,Medium,No,Multan,1679000.0,183,No Response,Completed,Low
Real Estate,Large,Good,Medium,Yes,Rawalpindi,1213000.0,24,Neutral,Not Scheduled,Medium
Technology,Large,Good,Low,No,Peshawar,614000.0,62,Neutral,Not Contacted,Low
Marketing,Medium,Good,Medium,Yes,Islamabad,1154000.0,184,Positive,Completed,High
Manufacturing,Small,Good,High,Yes,Multan,843000.0,134,Negative,Not Scheduled,Low
Technology,Medium,Excellent,Medium,Yes,Lahore,5108000.0,278,No Response,Not Contacted,Medium
Manufacturing,Medium,Average,High,Yes,Faisalabad,783000.0,187,Neutral,Not Contacted,Medium
Retail,Small,Good,Low,Yes,Karachi,4601000.0,209,Neutral,Not Contacted,Low
Manufacturing,Large,Good,Medium,Yes,Peshawar,1173000.0,255,No Response,Scheduled,Medium
Real Estate,Small,Average,Medium,Yes,Multan,2749000.0,311,Neutral,Scheduled,Medium
Technology,Large,Good,Medium,Yes,Rawalpindi,947000.0,55,Neutral,Not Scheduled,Medium
Finance,Medium,Good,Low,Yes,Islamabad,2782000.0,47,Neutral,Not Scheduled,Low
Finance,Medium,Good,Low,Yes,Faisalabad,217000.0,69,No Response,Scheduled,Low
Retail,Small,Average,Low,Yes,Quetta,631000.0,220,Positive,Scheduled,Medium
Manufacturing,Medium,Good,High,No,Lahore,3949000.0,180,No Response,Completed,High
Technology,Small,Excellent,High,No,Peshawar,2601000.0,1189,Positive,Completed,High
Manufacturing,Medium,Average,High,Yes,Quetta,2163000.0,40,No Response,Scheduled,Medium
Manufacturing,Medium,Excellent,Medium,Yes,Peshawar,620000.0,54,Positive,Not Scheduled,High
Real Estate,Medium,Good,Low,Yes,Faisalabad,2176000.0,75,Neutral,Not Contacted,Low
Technology,Small,Poor,Medium,Yes,Islamabad,1708000.0,53,No Response,Not Contacted,Low
Retail,Medium,Excellent,High,Yes,Quetta,21636000.0,106,Positive,Scheduled,High
Education,Small,Good,Medium,No,Peshawar,1412000.0,191,Neutral,Scheduled,Low
Technology,Medium,Good,Low,Yes,Faisalabad,2268000.0,114,Neutral,Not Scheduled,Medium
Finance,Medium,Average,High,Yes,Multan,1705000.0,116,Neutral,Scheduled,High
Technology,Small,Excellent,Low,Yes,Lahore,2703000.0,31,Negative,Not Scheduled,Low
Retail,Small,Average,High,Yes,Multan,905000.0,539,Neutral,Completed,High
Finance,Small,Average,Low,Yes,Karachi,1064000.0,159,Neutral,Completed,Medium
Finance,Medium,Poor,Low,Yes,Multan,9388000.0,245,No Response,Not Contacted,Low
Education,Small,Average,Medium,Yes,Islamabad,1989000.0,23,No Response,Scheduled,Low
Marketing,Small,Average,Low,No,Multan,2373000.0,150,Positive,Not Contacted,Low
Technology,Medium,Average,Medium,No,Multan,1832000.0,10,No Response,Not Scheduled,Low
Education,Medium,Good,High,Yes,Islamabad,785000.0,77,Positive,Not Scheduled,High
Finance,Large,Average,Low,Yes,Islamabad,372000.0,97,Neutral,Not Scheduled,Low
Healthcare,Large,Good,Medium,Yes,Faisalabad,478000.0,42,Positive,Scheduled,High
Finance,Medium,Average,Low,No,Quetta,847000.0,1050,Neutral,Not Scheduled,Low
Healthcare,Medium,Average,Medium,Yes,Karachi,2460000.0,58,Neutral,Scheduled,High
Education,Small,Good,High,Yes,Rawalpindi,2008000.0,95,No Response,Not Contacted,Low
Education,Medium,Average,Low,Yes,Karachi,1514000.0,45,Negative,Not Contacted,Low
Finance,Medium,Average,Low,Yes,Peshawar,2331000.0,83,No Response,Not Scheduled,Low
Retail,Small,Good,High,Yes,Rawalpindi,1035000.0,85,Positive,Not Contacted,Medium
Marketing,Large,Good,Medium,Yes,Peshawar,1177000.0,94,Neutral,Completed,High
Manufacturing,Small,Good,Medium,No,Islamabad,3033000.0,25,No Response,Scheduled,Low
Technology,Small,Poor,Medium,No,Faisalabad,2320000.0,63,Positive,Completed,Medium
Marketing,Large,Good,High,Yes,Peshawar,1283000.0,220,No Response,Not Contacted,Medium
Technology,Small,Good,High,No,Multan,657000.0,108,No Response,Not Scheduled,Low
Technology,Large,Poor,Low,Yes,Faisalabad,1393000.0,102,Neutral,Not Scheduled,Low
Manufacturing,Small,Poor,High,Yes,Karachi,480000.0,134,Negative,Not Scheduled,Low
Real Estate,Small,Average,Medium,Yes,Islamabad,1573000.0,117,Neutral,Completed,Medium
Finance,Medium,Poor,Low,Yes,Karachi,1476000.0,55,No Response,Not Contacted,Low
Technology,Large,Good,High,Yes,Faisalabad,1336000.0,42,Neutral,Not Contacted,High
Healthcare,Small,Average,Low,No,Multan,1316000.0,47,No Response,Scheduled,Low
Marketing,Medium,Good,High,No,Multan,4983000.0,70,Positive,Scheduled,High
Finance,Small,Poor,Low,Yes,Islamabad,2441000.0,721,No Response,Completed,Low
Real Estate,Medium,Good,High,Yes,Rawalpindi,1869000.0,207,Negative,Not Scheduled,Medium
Healthcare,Small,Average,Medium,Yes,Peshawar,216000.0,300,Neutral,Scheduled,Medium
Finance,Large,Average,Medium,Yes,Faisalabad,577000.0,354,Positive,Not Scheduled,High
Finance,Medium,Average,Medium,Yes,Rawalpindi,1431000.0,49,Negative,Not Scheduled,Low
Retail,Small,Good,Medium,Yes,Peshawar,1094000.0,39,Neutral,Scheduled,Medium
Technology,Small,Excellent,Low,No,Islamabad,4508000.0,194,Negative,Not Scheduled,Low
Technology,Small,Excellent,High,Yes,Rawalpindi,3528000.0,47,No Response,Not Scheduled,Low
Marketing,Small,Average,High,Yes,Peshawar,3896000.0,77,Neutral,Scheduled,Medium
Manufacturing,Large,Average,Medium,Yes,Faisalabad,1020000.0,24,No Response,Not Scheduled,Low
Manufacturing,Medium,Poor,Low,Yes,Multan,2908000.0,34,Positive,Completed,High
Healthcare,Medium,Good,Medium,Yes,Lahore,991000.0,120,Positive,Scheduled,High
Healthcare,Small,Good,High,No,Peshawar,1262000.0,169,No Response,Not Scheduled,Low
Manufacturing,Large,Poor,High,No,Islamabad,1637000.0,304,No Response,Not Scheduled,Low
Technology,Medium,Excellent,Medium,Yes,Quetta,1962000.0,235,Negative,Completed,High
Real Estate,Small,Good,Medium,No,Islamabad,654000.0,48,Neutral,Scheduled,Low
Healthcare,Small,Excellent,High,Yes,Islamabad,956000.0,171,No Response,Not Scheduled,Medium
Retail,Large,Excellent,Low,Yes,Multan,262000.0,74,Positive,Scheduled,High
Technology,Medium,Average,Low,Yes,Lahore,1910000.0,182,No Response,Scheduled,Low
Technology,Large,Average,Low,Yes,Lahore,2028000.0,140,Positive,Scheduled,High
Technology,Small,Average,Medium,Yes,Rawalpindi,3780000.0,114,Negative,Not Scheduled,Low
Finance,Medium,Good,Medium,Yes,Quetta,1064000.0,10,Positive,Completed,High
Technology,Small,Good,Medium,No,Rawalpindi,1530000.0,16,No Response,Not Scheduled,Low
Education,Medium,Average,High,Yes,Quetta,3793000.0,204,,Not Scheduled,Medium
Marketing,Small,Excellent,Medium,Yes,Peshawar,948000.0,56,Positive,Not Scheduled,High
Manufacturing,Large,Excellent,Low,Yes,Peshawar,2343000.0,76,No Response,Not Contacted,Low
Finance,Small,Excellent,Low,Yes,Lahore,,112,Negative,Not Scheduled,Low
Finance,Medium,Average,Low,Yes,Islamabad,2326000.0,29,Neutral,Scheduled,Medium
Technology,Medium,Good,Medium,Yes,Rawalpindi,541000.0,36,Positive,Not Scheduled,High
Technology,Small,Average,High,Yes,Rawalpindi,170000.0,141,Positive,Scheduled,Medium
Manufacturing,Medium,Average,High,Yes,Multan,1544000.0,41,No Response,Not Scheduled,Low
Finance,Small,Excellent,High,Yes,Faisalabad,621000.0,66,No Response,Not Scheduled,Medium
Real Estate,Small,Average,Low,No,Faisalabad,9185000.0,197,Neutral,Scheduled,Low
Healthcare,Small,Good,Low,No,Rawalpindi,4674000.0,379,No Response,Scheduled,Low
Real Estate,Small,Good,Low,No,Quetta,1182000.0,34,Negative,Scheduled,Low
Finance,Small,Good,Medium,Yes,Lahore,1903000.0,38,Positive,Completed,High
Finance,Medium,Poor,Medium,Yes,Multan,3835000.0,408,Neutral,Completed,Medium
Finance,Small,Average,Medium,Yes,Multan,2852000.0,13,Neutral,Scheduled,Low
Finance,Small,Excellent,High,Yes,Faisalabad,1261000.0,531,Negative,Not Scheduled,Medium
Finance,Small,Average,High,Yes,Karachi,927000.0,212,Neutral,Not Contacted,Low
Education,Medium,Good,Medium,Yes,Peshawar,11680000.0,18,No Response,Not Scheduled,Low
Retail,Medium,Average,High,Yes,Multan,2332000.0,68,Positive,Scheduled,High
Education,Medium,Excellent,Medium,Yes,Quetta,602000.0,156,Positive,Scheduled,High
Manufacturing,Small,Average,Medium,Yes,Peshawar,1551000.0,91,No Response,Completed,Medium
Technology,Small,Poor,High,No,Lahore,1110000.0,46,No Response,Not Contacted,Low
Healthcare,Medium,Excellent,Medium,Yes,Karachi,16661000.0,53,No Response,Scheduled,High
Education,Medium,Average,High,Yes,Islamabad,1515000.0,130,No Response,Completed,High
Real Estate,Small,Average,Medium,No,Quetta,5587000.0,353,Neutral,Completed,Medium
Real Estate,Small,Good,High,No,Faisalabad,640000.0,43,Negative,Scheduled,Low
Education,Large,Average,Medium,Yes,Peshawar,4908000.0,132,No Response,Scheduled,Medium
Real Estate,Large,Excellent,Medium,Yes,Islamabad,496000.0,67,Positive,Scheduled,High
Manufacturing,Medium,Average,Medium,No,Quetta,3973000.0,234,Negative,Completed,Low
Technology,Small,Average,Medium,No,Quetta,537000.0,41,No Response,Not Scheduled,Low
Finance,Medium,Poor,Medium,Yes,Quetta,2594000.0,43,No Response,Scheduled,Low
Education,Medium,Good,High,No,Multan,3178000.0,12,Neutral,Not Scheduled,Low
Retail,Medium,Excellent,Low,No,Quetta,1635000.0,262,Neutral,Scheduled,Medium
Technology,Medium,Average,,Yes,Rawalpindi,1627000.0,285,,Not Scheduled,High
Marketing,Small,Average,High,No,Quetta,2967000.0,178,No Response,Not Contacted,Low
Technology,Small,Poor,Low,Yes,Multan,2293000.0,152,Positive,Completed,High
Real Estate,Small,Excellent,Low,Yes,Lahore,1469000.0,202,No Response,Scheduled,Medium
Technology,Medium,Average,High,Yes,Faisalabad,3956000.0,171,Negative,Not Scheduled,Low
Technology,Medium,Excellent,Medium,Yes,Faisalabad,1374000.0,187,No Response,Scheduled,Medium
Finance,Medium,Average,Low,Yes,Islamabad,6584000.0,189,Positive,Not Scheduled,Medium
Marketing,Small,Average,Medium,Yes,Karachi,1955000.0,63,No Response,Not Scheduled,Low
Education,Medium,Excellent,Medium,Yes,Karachi,1419000.0,21,Neutral,Not Scheduled,Medium
Education,Medium,Good,Medium,No,Rawalpindi,492000.0,33,Negative,Not Contacted,Low
Real Estate,Small,Average,High,Yes,Islamabad,7208000.0,238,Negative,Not Scheduled,Medium
Technology,Large,Excellent,High,Yes,Multan,3805000.0,201,No Response,Not Contacted,High
Education,Small,Excellent,Medium,Yes,Faisalabad,21473000.0,177,Positive,Not Scheduled,High
Retail,Small,Average,Medium,Yes,Lahore,517000.0,241,Positive,Not Scheduled,Medium
Manufacturing,Large,Average,Low,Yes,Karachi,1683000.0,359,No Response,Not Contacted,Low
Real Estate,Small,Average,High,Yes,Faisalabad,431000.0,43,,Not Scheduled,Medium
Finance,Small,Average,Medium,Yes,Karachi,1881000.0,11,No Response,Scheduled,Low
Marketing,Medium,Average,Medium,Yes,Faisalabad,1332000.0,212,Negative,Scheduled,Medium
Marketing,Large,Average,Low,Yes,Faisalabad,420000.0,152,No Response,Not Scheduled,Low
Technology,Small,Excellent,,Yes,Lahore,5061000.0,188,No Response,Completed,High
Technology,Small,Good,Medium,Yes,Islamabad,1339000.0,50,Neutral,Not Contacted,Low
Finance,Medium,Average,Medium,Yes,Quetta,2277000.0,187,Positive,Not Scheduled,Medium
Education,Small,Excellent,Low,Yes,Lahore,2286000.0,40,Negative,Completed,Medium
Education,Medium,Average,High,Yes,Peshawar,2669000.0,128,Neutral,Scheduled,Medium
Technology,Small,Good,Medium,Yes,Quetta,1128000.0,33,,Not Contacted,Medium
Real Estate,Small,Good,Low,Yes,Faisalabad,5254000.0,259,Positive,Not Contacted,Medium
Technology,Small,Average,Medium,Yes,Quetta,9886000.0,72,Positive,Not Contacted,Low
Finance,Medium,Poor,Low,No,Islamabad,594000.0,1203,Positive,Not Scheduled,Low
Marketing,Small,Poor,High,No,Karachi,990000.0,22,Neutral,Completed,Low
Manufacturing,Large,Average,High,Yes,Karachi,1215000.0,50,No Response,Scheduled,Medium
Education,Large,Good,High,Yes,Multan,1361000.0,108,No Response,Scheduled,High
Retail,Medium,Poor,Low,Yes,Lahore,1105000.0,594,Neutral,Scheduled,Medium
Marketing,Large,Average,Low,Yes,Multan,571000.0,38,No Response,Scheduled,Low
Technology,Medium,Average,High,No,Islamabad,548000.0,124,Neutral,Not Scheduled,Low
Technology,Large,Average,Medium,Yes,Lahore,836000.0,156,Neutral,Not Contacted,Low
Marketing,Small,Excellent,Low,Yes,Quetta,774000.0,24,No Response,Not Scheduled,Low
Technology,Small,Good,Medium,Yes,Faisalabad,2522000.0,92,No Response,Not Contacted,Low
Technology,Small,Average,Low,Yes,Faisalabad,781000.0,110,Neutral,Scheduled,Low
Healthcare,Small,Poor,Medium,No,Karachi,2373000.0,113,Neutral,Scheduled,Low
Manufacturing,Large,Average,Low,Yes,Multan,1014000.0,97,Positive,Scheduled,High
Technology,Small,,Medium,Yes,Lahore,910000.0,38,Positive,Not Scheduled,Medium
Manufacturing,Small,Good,Low,Yes,Islamabad,387000.0,113,Positive,Not Scheduled,Low
Healthcare,Large,Good,Medium,Yes,Multan,16394000.0,86,Neutral,Scheduled,High
Technology,Medium,Good,Medium,Yes,Karachi,2114000.0,84,Positive,Scheduled,High
Education,Small,Average,Low,No,Faisalabad,1015000.0,177,No Response,Not Scheduled,Low
Healthcare,Medium,Average,Low,Yes,Quetta,,111,Positive,Completed,High
Healthcare,Small,Average,High,Yes,Multan,1955000.0,44,Neutral,Not Contacted,Medium
Finance,Small,Average,Medium,Yes,Faisalabad,2042000.0,203,Positive,Completed,High
Finance,Small,Good,Medium,Yes,Lahore,1562000.0,206,No Response,Scheduled,Medium
Technology,Small,Excellent,Low,Yes,Peshawar,2936000.0,78,No Response,Scheduled,Low
Technology,Small,Good,Medium,No,Multan,2063000.0,228,Neutral,Scheduled,Medium
Healthcare,Large,Poor,Medium,Yes,Multan,614000.0,143,Positive,Scheduled,High
Retail,Small,Good,Medium,No,Faisalabad,864000.0,87,Positive,Not Scheduled,Low
Marketing,Medium,Average,High,Yes,Karachi,2421000.0,407,Positive,Not Scheduled,High
Marketing,Small,Excellent,Medium,Yes,Faisalabad,871000.0,496,Positive,Scheduled,High
Finance,Medium,Average,High,Yes,Rawalpindi,1693000.0,33,Positive,Not Scheduled,High
Finance,Small,Good,High,Yes,Islamabad,1872000.0,104,Positive,Not Contacted,Medium
Technology,Medium,Good,Low,No,Peshawar,919000.0,61,Positive,Not Contacted,Low
Education,Large,Average,Low,Yes,Karachi,4430000.0,85,Positive,Scheduled,High
Retail,Small,Good,High,Yes,Karachi,2502000.0,229,No Response,Completed,High
Manufacturing,Medium,Good,High,Yes,Islamabad,427000.0,45,Neutral,Not Scheduled,Medium
Technology,Large,Excellent,Medium,No,Lahore,457000.0,96,Positive,Scheduled,High
Technology,Medium,Average,,Yes,Faisalabad,1634000.0,117,Neutral,Not Scheduled,Medium
Retail,Large,Average,Medium,Yes,Faisalabad,1128000.0,39,,Scheduled,Medium
Healthcare,Medium,Excellent,Medium,Yes,Peshawar,1023000.0,137,Positive,Not Scheduled,High
Technology,Medium,Good,,No,Lahore,1574000.0,213,Neutral,Scheduled,Medium
Finance,Medium,Average,Medium,Yes,Faisalabad,3442000.0,178,Negative,Not Scheduled,Low
Marketing,Medium,Good,Low,Yes,Rawalpindi,1199000.0,236,Neutral,Not Scheduled,Medium
Technology,Small,Good,Low,Yes,Lahore,1931000.0,129,Negative,Completed,Medium
Healthcare,Large,Good,High,Yes,Lahore,2507000.0,124,Neutral,Not Contacted,Medium
Real Estate,Medium,Poor,Low,Yes,Islamabad,9597000.0,357,Neutral,Completed,Medium
Technology,Small,Average,Medium,No,Peshawar,1424000.0,75,Neutral,Not Scheduled,Low
Retail,Medium,Poor,High,Yes,Rawalpindi,1029000.0,131,Positive,Scheduled,High
Finance,Small,Good,High,Yes,Lahore,398000.0,12,Neutral,Not Scheduled,Low
Real Estate,Small,Good,Low,Yes,Peshawar,1580000.0,216,No Response,Not Contacted,Low
Healthcare,Medium,Good,High,Yes,Islamabad,1072000.0,50,Positive,Scheduled,High
Education,Medium,Average,Medium,Yes,Karachi,9015000.0,45,No Response,Scheduled,Low
Marketing,Medium,Excellent,High,No,Karachi,306000.0,22,No Response,Completed,Medium
Marketing,Small,Poor,High,Yes,Peshawar,1613000.0,227,No Response,Not Contacted,Low
Education,Medium,Good,Low,Yes,Lahore,2316000.0,105,Positive,Scheduled,High
Retail,Small,Poor,Low,Yes,Faisalabad,619000.0,190,Negative,Scheduled,Low
Healthcare,Small,Excellent,Low,Yes,Faisalabad,1579000.0,81,Positive,Not Scheduled,Medium
Technology,Medium,Average,Low,Yes,Multan,590000.0,281,Neutral,Scheduled,Medium
Manufacturing,Small,Good,Medium,No,Rawalpindi,353000.0,61,No Response,Scheduled,Low
Manufacturing,Medium,Good,Low,Yes,Karachi,3524000.0,102,Negative,Not Scheduled,Low
Real Estate,Small,Excellent,Medium,Yes,Faisalabad,1687000.0,78,Positive,Not Contacted,Medium
Technology,Medium,Poor,High,Yes,Faisalabad,343000.0,194,No Response,Not Scheduled,Low
Finance,Medium,Excellent,High,Yes,Karachi,1395000.0,475,Positive,Scheduled,High
Finance,Large,Good,Low,Yes,Lahore,222000.0,98,No Response,Not Scheduled,Low
Real Estate,Large,Good,High,Yes,Multan,767000.0,96,,Not Scheduled,Medium
Marketing,Medium,Good,Low,Yes,Faisalabad,1511000.0,203,Positive,Not Scheduled,Medium
Technology,Small,Poor,Low,Yes,Lahore,7141000.0,96,Neutral,Not Scheduled,Low
Finance,Large,Average,Low,Yes,Rawalpindi,1150000.0,64,Positive,Not Scheduled,Medium
Real Estate,Large,Average,Medium,No,Peshawar,,64,Positive,Completed,High
Education,Small,Excellent,Low,No,Multan,1514000.0,221,Positive,Completed,High
Retail,Medium,Good,Low,Yes,Rawalpindi,415000.0,68,Neutral,Scheduled,Medium
Technology,Medium,Poor,High,Yes,Karachi,1880000.0,69,Neutral,Not Scheduled,Low
Technology,Medium,Average,Medium,Yes,Faisalabad,557000.0,112,No Response,Not Scheduled,Low
Manufacturing,Large,Average,Low,No,Peshawar,964000.0,147,Positive,Scheduled,Medium
Retail,Small,Good,Medium,Yes,Peshawar,974000.0,44,Positive,Not Contacted,Medium
Finance,Small,Average,Medium,No,Rawalpindi,448000.0,1142,Neutral,Scheduled,Low
Retail,Medium,Poor,Low,Yes,Faisalabad,3527000.0,122,Positive,Scheduled,Medium
Education,Small,Average,High,No,Lahore,5501000.0,60,,Not Scheduled,Low
Manufacturing,Small,Good,Low,Yes,Multan,3717000.0,42,Positive,Not Scheduled,Medium
Education,Small,Excellent,Medium,Yes,Multan,733000.0,156,Neutral,Not Scheduled,Medium
Technology,Small,Average,Low,Yes,Islamabad,4223000.0,57,No Response,Scheduled,Low
Manufacturing,Small,Excellent,Low,Yes,Karachi,1748000.0,101,Positive,Completed,High
Finance,Small,Average,High,Yes,Lahore,2587000.0,96,No Response,Scheduled,Medium
Technology,Medium,Good,Low,Yes,Faisalabad,,91,Positive,Scheduled,High
Education,Small,Poor,High,No,Quetta,674000.0,146,Neutral,Completed,Low
Technology,Small,Good,Low,Yes,Islamabad,1053000.0,10,Positive,Not Scheduled,Low
Education,Medium,Excellent,Low,Yes,Islamabad,308000.0,136,Neutral,Not Scheduled,Medium
Technology,Medium,Good,Medium,Yes,Lahore,3226000.0,381,No Response,Scheduled,Medium
Technology,Small,Good,,No,Karachi,901000.0,68,Positive,Completed,High
Technology,Small,Poor,Low,Yes,Karachi,895000.0,83,No Response,Scheduled,Low
Real Estate,Large,Excellent,Medium,Yes,Quetta,1078000.0,35,Neutral,Not Contacted,Medium
Marketing,Medium,Poor,High,Yes,Islamabad,4202000.0,707,No Response,Not Contacted,Low
Healthcare,Large,Good,Medium,No,Lahore,859000.0,111,Neutral,Not Scheduled,Low
Retail,Large,Poor,Medium,No,Quetta,1691000.0,137,Neutral,Not Scheduled,Low
Real Estate,Large,Average,Low,Yes,Peshawar,3558000.0,68,Negative,Not Scheduled,Low
Retail,Small,Good,,No,Peshawar,582000.0,44,No Response,Completed,Low
Retail,Small,Average,Medium,Yes,Lahore,2753000.0,47,,Not Contacted,Low
Education,Medium,Poor,Low,No,Karachi,132000.0,60,No Response,Not Scheduled,Low
Marketing,Small,Average,Medium,Yes,Multan,827000.0,43,No Response,Scheduled,Low
Finance,Small,,Medium,Yes,Rawalpindi,3008000.0,37,Neutral,Not Scheduled,Low
Marketing,Medium,Good,High,Yes,Rawalpindi,735000.0,57,Positive,Not Scheduled,High
Retail,Small,Poor,High,Yes,Quetta,205000.0,73,No Response,Completed,Low
Marketing,Small,Average,Medium,Yes,Peshawar,1264000.0,54,Negative,Not Scheduled,Low
Technology,Medium,Average,Low,Yes,Lahore,4354000.0,121,No Response,Not Scheduled,Low
Real Estate,Medium,Excellent,Medium,Yes,Islamabad,521000.0,36,Neutral,Scheduled,Medium
Real Estate,Large,Good,Medium,Yes,Karachi,816000.0,12,Negative,Scheduled,Medium
Finance,Medium,Excellent,High,Yes,Islamabad,6997000.0,103,Positive,Not Contacted,High
Real Estate,Small,Good,High,Yes,Rawalpindi,7574000.0,229,Positive,Not Scheduled,High
Education,Large,Average,Medium,Yes,Karachi,192000.0,42,No Response,Not Scheduled,Low
Technology,Small,Excellent,Medium,Yes,Quetta,2685000.0,38,Positive,Not Scheduled,High
Healthcare,Small,Good,Low,Yes,Karachi,1802000.0,184,Positive,Not Scheduled,Medium
